"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","monthIdentified","dayIdentified","previousCatalogNumber"
"591","2019-10-02 15:09:02-03","UFMG","BHCB","186773","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Xyridaceae","Xyris","minarum","Xyris minarum","Seub.","Rocha, MJR; Giorni, VT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.305","-19.400556",NA,NA,"Campo rupestre",NA,NA,"2017","1335","2017","02","08","Southern America",NA,"-43.305","-19.400556",NA,"BHCB186773",NA,NA,NA,NA,NA,"02","14",NA
"592","2019-10-02 15:09:02-03","UFMG","BHCB","186814","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Xyridaceae","Xyris","minarum","Xyris minarum","Seub.","Rocha, MJR; Oliveira, CT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.271667","-19.4175",NA,NA,"Campo rupestre",NA,NA,"2017","1348","2017","01","24","Southern America",NA,"-43.271667","-19.4175",NA,"BHCB186814",NA,NA,NA,NA,NA,"02","14",NA
"593","2019-10-02 15:09:05-03","UFMG","BHCB","186831","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla","Mart.","Rocha, MJR; Oliveira, CT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.269722","-19.427778",NA,NA,"Campo rupestre",NA,NA,"2017","1347","2017","01","25","Southern America",NA,"-43.269722","-19.427778",NA,"BHCB186831",NA,NA,NA,NA,NA,"02","14",NA
"594","2019-10-02 15:02:56-03","UFMG","BHCB","139347","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Santos, MF; Borges, LM","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.40075","-19.401139",NA,NA,"Arvoreta 2,5 m. Pilosidade ocre. Ráquis verde, às vezes levemente avermelhada. Botões florais verdes. Pétalas alvas, estilete esverdeado.Material prensado em álcool.",NA,NA,NA,"219","2007","12","19","Southern America","Distrito de Santana do Rio Preto (Cabeça de Boi), Na beira da Estrada das Posses, terras de José Agostinho","-43.40075","-19.401139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2019-10-02 14:51:36-03","UFMG","BHCB","136803","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","(Vell.) Bureau ex Verl.","Santos, MF; Serafim, H","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.401611","-19.397",NA,NA,"Árvore, 14 m . Pilosidade marrom nos ramos. Folhas discolores, pilosidade ocre nos pecíolos. Ésteril.",NA,NA,NA,"340","2008","03","17","Southern America","Distrito de Santana do Rio Preto (Cabeça de Boi)., APA do Parque Nacional da Serra do Cipó. Pasto nas terras de José Agostinho.","-43.401611","-19.397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2019-10-02 14:55:50-03","UFMG","BHCB","28596","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2020-01-27 19:00:16-03","UFMG","BHCB","21060","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina","A.Juss.","Stehmann, JR; Sobral, M","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1992","08","08","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2019-10-02 14:51:41-03","UFMG","BHCB","28587","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Brassicaceae","Brassica",NA,"Brassica","L.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2019-10-02 14:51:41-03","UFMG","BHCB","28587","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Brassicaceae","Brassica",NA,"Brassica","L.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2019-10-02 14:57:04-03","UFMG","BHCB","21062","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Miconia",NA,"Miconia","Ruiz & Pav.","Stehmann, JR; Sobral, M","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1992","08","08","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2019-10-02 14:55:08-03","UFMG","BHCB","28602","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lamiaceae","Hyptis",NA,"Hyptis","Jacq.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2019-10-02 15:00:44-03","UFMG","BHCB","18080","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata","O.Berg","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2019-10-02 15:00:44-03","UFMG","BHCB","18080","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata","O.Berg","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2019-10-02 15:05:26-03","UFMG","BHCB","17999","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Vochysiaceae","Vochysia","emarginata","Vochysia emarginata","(Vahl) Pohl","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2019-10-02 14:55:08-03","UFMG","BHCB","28602","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lamiaceae","Hyptis",NA,"Hyptis","Jacq.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2019-10-02 15:00:44-03","UFMG","BHCB","28609","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata","O.Berg",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2019-10-02 15:00:44-03","UFMG","BHCB","28609","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata","O.Berg",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2019-10-02 15:08:47-03","UFMG","BHCB","28002","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Barbacenia","gentianoides","Barbacenia gentianoides","Taub. ex Goethart & Henrard","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Rupícola; corola vermelha.; Em paredões rochosos úmidos e sombrios.","auto",NA,"2014","s.n.","1991","03","30","Southern America",NA,NA,NA,NA,"BHCB018669",NA,NA,NA,NA,NA,"09","09",NA
"609","2019-10-02 15:06:44-03","UFMG","BHCB","18016","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Actinocephalus","ramosus","Actinocephalus ramosus","(Wikstr.) Sano","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Subarbustivo, ca. 50 cm de altura. Capítulos brancos.; Campo rupestre.","auto",NA,"2016","s.n.","1990","05","27","Southern America",NA,NA,NA,NA,"BHCB013263",NA,NA,NA,NA,NA,"06","16",NA
"610","2019-10-02 15:02:54-03","UFMG","BHCB","28577","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rutaceae","Helietta","glaziovii","Helietta glaziovii","(Engl.) Pirani",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2019-10-02 15:02:54-03","UFMG","BHCB","28577","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rutaceae","Helietta","glaziovii","Helietta glaziovii","(Engl.) Pirani",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2019-10-02 14:55:51-03","UFMG","BHCB","28594","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis",NA,"Banisteriopsis",NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2019-10-02 14:55:51-03","UFMG","BHCB","28594","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis",NA,"Banisteriopsis",NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2019-10-02 15:06:41-03","UFMG","BHCB","18016","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae",NA,NA,NA,NA,"Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2019-10-02 14:56:55-03","UFMG","BHCB","53327","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Leandra",NA,"Leandra",NA,"Mota, RC da","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"169",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2019-10-02 14:48:42-03","UFMG","BHCB","18008","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Ditassa","retusa","Ditassa retusa","Mart.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2019-10-02 14:48:42-03","UFMG","BHCB","18008","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Ditassa","retusa","Ditassa retusa","Mart.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2019-10-02 14:52:59-03","UFMG","BHCB","28605","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa iricurana","(Casar.) Secco",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"iricurana",NA,NA,NA,NA
"619","2019-10-02 14:52:59-03","UFMG","BHCB","28605","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa iricurana","(Casar.) Secco",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"iricurana",NA,NA,NA,NA
"620","2019-10-02 14:51:01-03","UFMG","BHCB","18003","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Trixis","vauthieri","Trixis vauthieri","DC.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Capoeira; próximo a afloramento rochoso. Arbustivo, ca. 2m. Folhas e inflorescências com pelos glandulosos. Flores amarelas.","auto",NA,NA,"s.n.","1990","05","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2019-10-02 15:06:32-03","UFMG","BHCB","28595","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Rhynchospora",NA,"Rhynchospora","Vahl",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2019-10-02 14:48:55-03","UFMG","BHCB","28588","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-10-02 14:48:55-03","UFMG","BHCB","28588","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2019-10-02 14:54:44-03","UFMG","BHCB","21066","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Swartzia","multijuga","Swartzia multijuga","Vogel","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,"1996","s.n.","1992","08","08","Southern America",NA,NA,NA,NA,"BHCB039433",NA,NA,NA,NA,NA,NA,NA,NA
"625","2019-10-02 15:06:32-03","UFMG","BHCB","28595","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Rhynchospora",NA,"Rhynchospora","Vahl",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2019-10-02 15:03:13-03","UFMG","BHCB","18007","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Sapindaceae","Serjania","purpurascens","Serjania purpurascens","Radlk.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Sâmaras vermelhas. Trepadeira.; Mata Secundária","auto",NA,"2012","s.n.","1990","05","27","Southern America",NA,NA,NA,NA,"BHCB013166",NA,NA,NA,NA,NA,NA,NA,NA
"627","2019-10-02 14:51:33-03","UFMG","BHCB","28586","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Tabebuia","ochracea","Tabebuia ochracea","(Cham.) Standl.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2019-10-02 14:51:33-03","UFMG","BHCB","28586","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Tabebuia","ochracea","Tabebuia ochracea","(Cham.) Standl.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2019-10-02 15:03:08-03","UFMG","BHCB","18083","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Sapindaceae","Paullinia","carpopoda","Paullinia carpopoda","Cambess.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2019-10-02 14:55:55-03","UFMG","BHCB","18002","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis","pubipetala","Banisteriopsis pubipetala","(A.Juss.) Cuatrec.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2019-10-02 14:55:55-03","UFMG","BHCB","18002","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis","pubipetala","Banisteriopsis pubipetala","(A.Juss.) Cuatrec.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2019-10-02 15:03:08-03","UFMG","BHCB","18083","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Sapindaceae","Paullinia","carpopoda","Paullinia carpopoda","Cambess.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2019-10-02 15:06:00-03","UFMG","BHCB","28001","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult.) Klotzsch",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2019-10-02 14:54:57-03","UFMG","BHCB","28608","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Humiriaceae","Humiria","balsamifera","Humiria balsamifera","(Aubl.) A.St.-Hil.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2019-10-02 14:54:57-03","UFMG","BHCB","28608","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Humiriaceae","Humiria","balsamifera","Humiria balsamifera","(Aubl.) A.St.-Hil.",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2019-10-02 14:54:57-03","UFMG","BHCB","18006","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Humiriaceae","Humiria","balsamifera","Humiria balsamifera","(Aubl.) A.St.-Hil.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2019-10-02 14:54:57-03","UFMG","BHCB","18006","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Humiriaceae","Humiria","balsamifera","Humiria balsamifera","(Aubl.) A.St.-Hil.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2019-10-02 14:54:52-03","UFMG","BHCB","28003","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Gesneriaceae",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2019-10-02 14:54:52-03","UFMG","BHCB","28003","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Gesneriaceae",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2019-10-02 15:06:00-03","UFMG","BHCB","28001","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult.) Klotzsch",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2019-10-02 14:55:02-03","UFMG","BHCB","28592","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2019-10-02 15:04:50-03","UFMG","BHCB","28606","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Urticaceae","Cecropia","pachystachya","Cecropia pachystachya","Trécul",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2019-10-02 14:52:42-03","UFMG","BHCB","18004","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Ericaceae","Agarista",NA,"Agarista",NA,"Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2019-10-02 14:52:42-03","UFMG","BHCB","18004","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Ericaceae","Agarista",NA,"Agarista",NA,"Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.","1990","05","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2019-10-02 14:55:50-03","UFMG","BHCB","28596","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2019-10-02 14:59:42-03","UFMG","BHCB","53331","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Kunth","Mota, RC da","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"172",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2019-10-02 15:01:48-03","UFMG","BHCB","28576","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygonaceae","Coccoloba",NA,"Coccoloba","P. Browne",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2019-10-02 15:01:48-03","UFMG","BHCB","28576","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygonaceae","Coccoloba",NA,"Coccoloba","P. Browne",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2019-10-02 14:57:32-03","UFMG","BHCB","21064","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Tibouchina","herbacea","Tibouchina herbacea","(DC.) Cogn.","Stehmann, JR","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
